0.9780564263322884,0.978448275862069,0.97923197492163,0.9785788923719959|6.323804999999993
0.9770206022187005,0.9774167987321711,0.9782091917591125,0.9775488642366614|6.498833999999988
0.9779005524861878,0.9782951854775059,0.9790844514601421,0.9784267298079453|6.354760000000056
0.9780047132757266,0.9783974862529458,0.9791830322073841,0.9785284105786856|6.51556800000003
0.975609756097561,0.9760031471282454,0.9767899291896145,0.976134277471807|6.416185000000041
0.9764890282131662,0.9772727272727273,0.9780564263322884,0.9772727272727273|6.493665999999962
0.9785491419656787,0.9797191887675507,0.9801092043681747,0.9794591783671346|6.982843000000003
0.9768740031897927,0.9772727272727273,0.9780701754385965,0.9774056353003722|7.558830000000057
0.9786729857819905,0.9790679304897314,0.9798578199052133,0.9791995787256451|6.450169999999957
0.9792993630573248,0.9796974522292994,0.9804936305732485,0.9798301486199577|6.4944679999999835
