0.8275988825172768,0.8525952065872666,0.8651668872224673,0.8484928686957838|10.707448000000113
0.8285313238770684,0.85298463356974,0.8660608747044917,0.8492316784870012|10.980902000000242
0.8291242061733863,0.853566681435534,0.8661202185792349,0.8496677004873762|10.743166000000201
0.828466076696165,0.8530973451327435,0.8660766961651917,0.8492772861356968|10.717134999999871
0.8265993265993264,0.8517054604011126,0.8646611037915385,0.8476943346508602|10.963070000000243
0.8285185185185184,0.8534814814814815,0.8661481481481481,0.8494222222222259|10.66148800000019
0.8227478464009343,0.8472769747408382,0.8634837202511315,0.8445758504891265|10.619160000000193
0.8266842028350138,0.8517463100979104,0.8648984363583223,0.8478152856934131|12.142264000000068
0.8291851851851851,0.8537037037037037,0.8665925925925926,0.8498666666666703|10.723691000000144
0.8304315476190476,0.8555059523809524,0.8677827380952381,0.8512797619047655|10.6316410000004
