0.800968736239542,0.8300308234258036,0.8383971818582122,0.8233377366798804|11.09701700000005
0.8005704256252743,0.8299692847740237,0.8380868802106187,0.8230802983764847|11.423757999999907
0.804,0.8326666666666667,0.8406666666666667,0.8259851851851886|11.202513000000181
0.8020326999558108,0.8309765797613787,0.8393725143614671,0.8243334806304353|11.123427999999876
0.80248557478917,0.8313359964491789,0.8397691966267199,0.8247373871874574|11.44225299999971
0.7985775040328492,0.8265874761695263,0.8354597448306204,0.8205015398152258|11.161535000000185
0.8005260850504163,0.8298991670320035,0.8382288469969311,0.8230892883238384|11.136633000000074
0.8008381120423467,0.8297309219232466,0.8383325981473313,0.8231730627848883|11.41206000000011
0.8004395604395604,0.8296703296703297,0.838021978021978,0.8229157509157548|11.094828000000234
0.8032200357781754,0.8325134168157424,0.8405635062611807,0.8256410256410293|11.276332999999795
